,map_pf_incidence_rate.2012.min,map_pf_incidence_rate.2013.min,map_pf_incidence_rate.2014.min,map_pf_incidence_rate.2015.min,map_pf_incidence_rate.2016.min,map_pf_incidence_rate.2017.min,map_pf_incidence_rate.2018.min,map_pf_incidence_rate.2019.min,id
53,2.29e-07,0.0,1.35e-07,1.43e-09,3.64e-11,2.37e-11,0,1.27e-10,53
54,1.4e-06,0.0,4.89e-07,5.97e-09,2.52e-10,1.81e-10,0,6.01e-10,54
55,1.06e-06,0.0,2.73e-07,2.11e-09,8.72e-11,6.38e-11,0,2.18e-10,55
56,2.24e-05,0.000151022,2.17e-05,1e-06,6.94e-08,7.65e-08,0,2.01e-07,56
57,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,57
58,1.49e-05,0.0,1.59e-05,6.13e-07,2.89e-08,2.2e-08,0,8.65e-08,58
59,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,59
60,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,60
61,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,61
62,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,62
63,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,63
64,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,64
65,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,65
66,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,66
67,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,67
68,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,68
69,7.42e-06,0.0,5.48e-06,1.42e-07,7.11e-09,5.53e-09,0,1.96e-08,69
70,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,70
71,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,71
72,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,72
73,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,73
74,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,74
75,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,75
76,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,76
77,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,77
78,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,78
79,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,79
80,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,80
81,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,81
82,5.29e-08,1.59e-06,2.62e-08,2.64e-10,1.24e-11,9.23e-12,0,2.71e-11,82
83,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,83
84,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,84
85,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,85
86,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,86
87,1.24e-06,0.0,7.35e-07,1.13e-08,4.7e-10,3.48e-10,0,1.31e-09,87
88,5.17e-06,0.0,2.64e-06,5.03e-08,2.5e-09,1.91e-09,0,6.84e-09,88
89,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,89
90,4.26e-06,0.0,1.77e-06,2.54e-08,1.19e-09,8.98e-10,0,3.36e-09,90
91,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,91
92,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,92
93,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,93
94,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,94
95,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,95
96,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,96
97,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,97
98,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,98
99,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,99
100,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,100
101,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,101
102,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,102
103,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,103
104,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,104
105,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,105
106,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,106
107,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,107
108,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,108
109,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,109
110,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,110
111,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,111
112,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,112
113,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,113
114,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,114
115,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,115
116,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,116
117,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,117
118,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,118
119,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,119
120,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,120
121,2.09e-07,7.32e-06,1.65e-07,1.76e-09,7.96e-11,5.57e-11,0,2.19e-10,121
122,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,122
123,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,123
124,1.18e-07,3.44e-06,5.36e-08,3.24e-10,1.56e-11,1.12e-11,0,4.33e-11,124
125,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,125
126,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,126
127,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,127
128,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,128
129,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,129
130,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,130
131,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,131
132,0.0,0.0,2.32e-06,0.0,0.0,0.0,0,0.0,132
